MS,MS Name,CCI,Ver,Title,Fund,Priority,TO,To short,Category of region,EAFRD MEASURE,EAFRD FA,EU Amount,National Amount,Total Amount,EU co-financing,TO long
PL,Poland,2014PL16M2OP013,1.2,ROP 13 Regional Operational Programme for Świętokrzyskie Voivodeship,ERDF,6,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,10229626,1805228,12034854,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP014,1.2,ROP 14 Regional Operational Programme for Warmińsko-Mazurskie Voivodeship,ERDF,5,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,87258413,15398543,102656956,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP014,1.2,ROP 14 Regional Operational Programme for Warmińsko-Mazurskie Voivodeship,ERDF,6,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,130985470,23115083,154100553,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP015,1.5,ROP 15 Regional Operational Programme for Wielkopolskie Voivodeship,ERDF,4,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,162700000,28711765,191411765,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP016,1.2,ROP 16 Regional Operational Programme for Zachodniopomorskie Voivodeship,ERDF,III,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,43000000,7588235,50588235,85%,Preserving and protecting the environment and promoting resource efficiency
PL,Poland,2014PL16M2OP016,1.2,ROP 16 Regional Operational Programme for Zachodniopomorskie Voivodeship,ERDF,IV,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,45000000,7941177,52941177,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP001,1.3,Portugal - Rural Development Programme (Regional) - Azores,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M08,FA_P4,2791275.5,492578.03,3283853.53,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP001,1.3,Portugal - Rural Development Programme (Regional) - Azores,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_P4,27798252,3670279.76,31468531.76,88.34%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP001,1.3,Portugal - Rural Development Programme (Regional) - Azores,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M11,FA_P4,225000,39705.88,264705.88,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP001,1.3,Portugal - Rural Development Programme (Regional) - Azores,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M12,FA_P4,16750,2955.88,19705.88,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP001,1.3,Portugal - Rural Development Programme (Regional) - Azores,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M13,FA_P4,31000000,4058823.53,35058823.53,88.42%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP001,1.3,Portugal - Rural Development Programme (Regional) - Azores,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M15,FA_P4,433250,76455.88,509705.88,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP002,1.4,Portugal - Rural Development Programme (Regional) - Continental Portugal,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_P4,33901100,5226600.07,39127700.07,86.64%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP002,1.4,Portugal - Rural Development Programme (Regional) - Continental Portugal,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M08,FA_P4,83549125,15334287.38,98883412.38,84.49%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP002,1.4,Portugal - Rural Development Programme (Regional) - Continental Portugal,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_P4,204277445.5,34477603.61,238755049.11,85.56%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP002,1.4,Portugal - Rural Development Programme (Regional) - Continental Portugal,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M11,FA_P4,41450897.5,7835032.4,49285929.9,84.1%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP002,1.4,Portugal - Rural Development Programme (Regional) - Continental Portugal,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M12,FA_P4,20921740,3954619.06,24876359.06,84.1%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP002,1.4,Portugal - Rural Development Programme (Regional) - Continental Portugal,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M13,FA_P4,70521790,10910550.07,81432340.07,86.6%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP002,1.4,Portugal - Rural Development Programme (Regional) - Continental Portugal,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M15,FA_P4,1189690,224874.7,1414564.7,84.1%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP002,1.4,Portugal - Rural Development Programme (Regional) - Continental Portugal,EAFRD,P5,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_5A,309508121,53577103.1,363085224.1,85.24%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP002,1.4,Portugal - Rural Development Programme (Regional) - Continental Portugal,EAFRD,P5,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_5A,4721498,892455.72,5613953.72,84.1%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP003,1.3,Portugal - Rural Development Programme (Regional) - Madeira,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_P4,7371875,1300919.11,8672794.11,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP003,1.3,Portugal - Rural Development Programme (Regional) - Madeira,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M08,FA_P4,14949375,2638125,17587500,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP003,1.3,Portugal - Rural Development Programme (Regional) - Madeira,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_P4,3378750,596250,3975000,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP003,1.3,Portugal - Rural Development Programme (Regional) - Madeira,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M11,FA_P4,61200,10800,72000,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP003,1.3,Portugal - Rural Development Programme (Regional) - Madeira,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M12,FA_P4,743750,131250,875000,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP003,1.3,Portugal - Rural Development Programme (Regional) - Madeira,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M13,FA_P4,17594500,2425500,20020000,87.88%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP003,1.3,Portugal - Rural Development Programme (Regional) - Madeira,EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M15,FA_P4,743750,131250,875000,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT06RDRP003,1.3,Portugal - Rural Development Programme (Regional) - Madeira,EAFRD,P5,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_5A,25550000,3304411.76,28854411.76,88.55%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT14MFOP001,1.2,European Maritime and Fisheries Fund - Operational Programme for Portugal,EMFF,,6,Environment Protection & Resource Efficiency,n.a.,n.a.,n.a.,106781617,31114322.94,137895939.94,77.44%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT16CFOP001,1.7,Sustainability and Resource Use Efficiency OP,CF,3,6,Environment Protection & Resource Efficiency,n.a.,n.a.,n.a.,1045000000,184411765,1229411765,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT16M2OP001,1.8,Regional OP Norte,ERDF,4,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,161286915,28462397,189749312,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT16M2OP001,1.8,Regional OP Norte,ERDF,5,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,102868742,18153307,121022049,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT16M2OP002,1.5,Regional OP Centro,ERDF,7,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,126752900,22368159,149121059,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT16M2OP002,1.5,Regional OP Centro,ERDF,9,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,134000000,23647060,157647060,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT16M2OP003,1.5,Regional OP Alentejo,ERDF,4,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,86377252,15243044,101620296,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT16M2OP003,1.5,Regional OP Alentejo,ERDF,8,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,57114962,10079111,67194073,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT16M2OP004,1.6,Regional OP Azores (Autonomous Region),ERDF,6,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,57313500,10114148,67427648,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT16M2OP005,1.7,Regional OP Lisboa,ERDF,4,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,15000000,15000000,30000000,50%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT16M2OP005,1.7,Regional OP Lisboa,ERDF,8,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,19000000,19000000,38000000,50%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT16M2OP006,1.6,Regional OP Madeira (Autonomous Region),ERDF,5,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,24920000,4397648,29317648,85%,Preserving and protecting the environment and promoting resource efficiency
PT,Portugal,2014PT16M2OP007,1.5,Regional OP Algarve,ERDF,4,6,Environment Protection & Resource Efficiency,Transition,n.a.,n.a.,25000000,6250000,31250000,80%,Preserving and protecting the environment and promoting resource efficiency
RO,Romania,2014RO06RDNP001,1.2,Romania - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_P4,447247756.21,23617392.8,470865149.02,94.98%,Preserving and protecting the environment and promoting resource efficiency
RO,Romania,2014RO06RDNP001,1.2,Romania - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M11,FA_P4,100343080.49,5405478.63,105748559.13,94.89%,Preserving and protecting the environment and promoting resource efficiency
RO,Romania,2014RO06RDNP001,1.2,Romania - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M13,FA_P4,575398208.99,30684579.13,606082788.14,94.94%,Preserving and protecting the environment and promoting resource efficiency
RO,Romania,2014RO06RDNP001,1.2,Romania - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M15,FA_P4,50000000,2693498.44,52693498.44,94.89%,Preserving and protecting the environment and promoting resource efficiency
RO,Romania,2014RO06RDNP001,1.2,Romania - Rural Development Programme (National),EAFRD,P5,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_5A,370000000,19473684.19,389473684.19,95%,Preserving and protecting the environment and promoting resource efficiency
RO,Romania,2014RO06RDNP001,1.2,Romania - Rural Development Programme (National),EAFRD,P5,6,Environment Protection & Resource Efficiency,n.a.,M10,FA_5A,15469403.57,814179.13,16283582.7,95%,Preserving and protecting the environment and promoting resource efficiency
RO,Romania,2014RO14MFOP001,1.1,European Maritime and Fisheries Fund - Operational Programme for Romania,EMFF,,6,Environment Protection & Resource Efficiency,n.a.,n.a.,n.a.,37052701,12151321.41,49204022.41,75.3%,Preserving and protecting the environment and promoting resource efficiency
RO,Romania,2014RO16M1OP001,1.3,Large Infrastructure Operational Programme,CF,AP3,6,Environment Protection & Resource Efficiency,n.a.,n.a.,n.a.,2892443785,510431257,3402875042,85%,Preserving and protecting the environment and promoting resource efficiency
RO,Romania,2014RO16M1OP001,1.3,Large Infrastructure Operational Programme,ERDF,AP4,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,425531915,75093868,500625783,85%,Preserving and protecting the environment and promoting resource efficiency
RO,Romania,2014RO16RFOP002,1.2,Regional Operational Programme,ERDF,AP4,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,106382979,18773467,125156446,85%,Preserving and protecting the environment and promoting resource efficiency
RO,Romania,2014RO16RFOP002,1.2,Regional Operational Programme,ERDF,AP5,6,Environment Protection & Resource Efficiency,Less developed,n.a.,n.a.,361872339,63859826,425732165,85%,Preserving and protecting the environment and promoting resource efficiency
RO,Romania,2014RO16RFOP002,1.2,Regional Operational Programme,ERDF,AP5,6,Environment Protection & Resource Efficiency,More developed,n.a.,n.a.,32617022,8154256,40771278,80%,Preserving and protecting the environment and promoting resource efficiency
SE,Sweden,2014SE06RDNP001,1.2,Sweden - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M04,FA_P4,1737635,2542254.16,4279889.16,40.6%,Preserving and protecting the environment and promoting resource efficiency
SE,Sweden,2014SE06RDNP001,1.2,Sweden - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M07,FA_P4,9146718,13382144.07,22528862.07,40.6%,Preserving and protecting the environment and promoting resource efficiency
SE,Sweden,2014SE06RDNP001,1.2,Sweden - Rural Development Programme (National),EAFRD,P4,6,Environment Protection & Resource Efficiency,n.a.,M08,FA_P4,2413382,3530908.64,5944290.64,40.6%,Preserving and protecting the environment and promoting resource efficiency
